,subj,trialtime,trial,seq,seq_item,active_item,prev_active,next_active,firstappear,time_till_target,location1X,location1Y,location2X,location2Y,location3X,location3Y,item1id,item2id,item3id,date,event_time,looks_blank_ms,looks_offscreen_ms,looks_target_ms,looks1_ms,looks2_ms,looks3_ms
0,103,0.011295,56,75,1,3,-1,3,1,292.52,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1480.2,319.9799999999999,933.71,225.81,0.0,0.0,225.81
1,103,1.5174,56,75,2,3,3,2,0,466.59,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1492.7,733.5,558.0999999999999,227.0,0.0,0.0,227.0
2,103,3.0364,56,75,3,2,3,2,1,533.62,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1480.5,360.0,440.0,387.5,319.4000000000001,387.5,0.0
3,103,4.5429,56,75,4,2,2,2,0,732.46,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1480.6,0.0,1172.5,333.6999999999998,0.0,333.6999999999998,0.0
4,103,6.0482,56,75,5,2,2,2,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1480.8,320.60000000000036,1185.3000000000002,0.0,0.0,0.0,0.0
5,103,7.5545,56,75,6,2,2,3,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1493.3,172.40000000000146,1346.2999999999975,0.0,0.0,0.0,0.0
6,103,9.0746,56,75,7,3,2,1,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1492.9,454.0,1065.2000000000007,0.0,0.0,0.0,0.0
7,103,10.594000000000001,56,75,8,1,3,2,1,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1480.1,268.0,1239.0,0.0,0.0,0.0,0.0
8,103,12.099,56,75,9,2,1,3,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1494.9,440.0,1080.0,0.0,0.0,0.0,0.0
9,103,13.62,56,75,10,3,2,2,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1480.3,985.0,506.0,0.0,0.0,14.0,0.0
10,103,15.125,56,75,11,2,3,2,0,174.21,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1493.3,279.0,787.0,453.0,0.0,453.0,0.0
11,103,16.645,56,75,12,2,2,2,0,653.09,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1493.1,638.0,535.0,347.0,0.0,347.0,0.0
12,103,18.164,56,75,13,2,2,2,0,453.73,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1494.2,534.0,747.0,239.0,0.0,239.0,0.0
13,103,19.684,56,75,14,2,2,1,0,465.89,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1492.8,226.0,813.0,480.0,0.0,480.0,0.0
14,103,21.201999999999998,56,75,15,1,2,1,0,387.08,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1480.4,400.0,866.0,240.0,240.0,0.0,0.0
15,103,22.709,56,75,16,1,1,1,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1481.1,66.0,1440.0,0.0,0.0,0.0,0.0
16,103,24.215,56,75,17,1,1,2,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1480.5,0.0,1507.0,0.0,0.0,0.0,0.0
17,103,25.721,56,75,18,2,1,3,0,746.87,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1493.1,201.0,1023.0,294.0,0.0,294.0,0.0
18,103,27.24,56,75,19,3,2,3,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1494.7,692.0,654.0,0.0,0.0,174.0,0.0
19,103,28.76,56,75,20,3,3,3,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1493.8,1520.0,0.0,0.0,0.0,0.0,0.0
20,103,30.28,56,75,21,3,3,1,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1493.0,1519.0,0.0,0.0,0.0,0.0,0.0
21,103,31.798000000000002,56,75,22,1,3,2,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1493.4,546.0,973.0,0.0,0.0,0.0,0.0
22,103,33.318000000000005,56,75,23,2,1,2,0,253.55,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1479.8,518.0,240.0,748.0,0.0,748.0,0.0
23,103,34.824,56,75,24,2,2,1,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1480.3,1507.0,0.0,0.0,0.0,0.0,0.0
24,103,36.330999999999996,56,75,25,1,2,3,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1493.2,1519.0,0.0,0.0,0.0,0.0,0.0
25,103,37.85,56,75,26,3,1,2,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1479.5,1440.0,66.0,0.0,0.0,0.0,0.0
26,103,39.356,56,75,27,2,3,3,0,399.66,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1480.7,320.0,93.0,1094.0,0.0,1094.0,0.0
27,103,40.861999999999995,56,75,28,3,2,1,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1493.5,334.0,0.0,0.0,0.0,1185.0,0.0
28,103,42.381,56,75,29,1,3,3,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1493.6,1519.0,0.0,0.0,0.0,0.0,0.0
29,103,43.901,56,75,30,3,1,3,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1480.1,600.0,906.0,0.0,0.0,0.0,0.0
30,103,45.407,56,75,31,3,3,2,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1494.5,13.0,1507.0,0.0,0.0,0.0,0.0
31,103,46.926,56,75,32,2,3,1,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1493.1,0.0,1519.0,0.0,0.0,0.0,0.0
32,103,48.446000000000005,56,75,33,1,2,3,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1492.4,826.0,693.0,0.0,0.0,0.0,0.0
33,103,49.965,56,75,34,3,1,3,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1493.5,494.0,1026.0,0.0,0.0,0.0,0.0
34,103,51.483999999999995,56,75,35,3,3,2,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1494.2,213.0,746.0,0.0,560.0,0.0,0.0
35,103,53.004,56,75,36,2,3,1,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1492.9,1452.0,0.0,0.0,67.0,0.0,0.0
36,103,54.523,56,75,37,1,2,1,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1492.9,453.0,1067.0,0.0,0.0,0.0,0.0
37,103,56.043,56,75,38,1,1,3,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1494.0,26.0,987.0,0.0,0.0,507.0,0.0
38,103,57.562,56,75,39,3,1,2,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1494.2,40.0,1200.0,0.0,253.0,26.0,0.0
39,103,59.081,56,75,40,2,3,1,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1494.3,0.0,1520.0,0.0,0.0,0.0,0.0
40,103,60.602,56,75,41,1,2,2,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1492.4,708.0,810.0,0.0,0.0,0.0,0.0
41,103,62.121,56,75,42,2,1,1,0,759.86,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1493.1,665.0,441.0,188.0,226.0,188.0,0.0
42,103,63.64,56,75,43,1,2,3,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1494.5,27.0,1493.0,0.0,0.0,0.0,0.0
43,103,65.16,56,75,44,3,1,3,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1493.0,399.0,1120.0,0.0,0.0,0.0,0.0
44,103,66.679,56,75,45,3,3,1,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1493.3,1519.0,0.0,0.0,0.0,0.0,0.0
45,103,68.19800000000001,56,75,46,1,3,2,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1480.0,1506.0,0.0,0.0,0.0,0.0,0.0
46,103,69.705,56,75,47,2,1,3,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1492.5,1519.0,0.0,0.0,0.0,0.0,0.0
47,103,71.22399999999999,56,75,48,3,2,1,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1493.9,1520.0,0.0,0.0,0.0,0.0,0.0
48,103,72.744,56,75,49,1,3,2,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1493.2,1520.0,0.0,0.0,0.0,0.0,0.0
49,103,74.263,56,75,50,2,1,1,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1493.4,1519.0,0.0,0.0,0.0,0.0,0.0
50,103,75.782,56,75,51,1,2,3,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1492.6,1519.0,0.0,0.0,0.0,0.0,0.0
51,103,77.301,56,75,52,3,1,3,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1481.0,1000.0,507.0,0.0,0.0,0.0,0.0
52,103,78.807,56,75,53,3,3,3,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1494.3,320.0,1199.0,0.0,0.0,0.0,0.0
53,103,80.327,56,75,54,3,3,3,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1493.5,0.0,1519.0,0.0,0.0,0.0,0.0
54,103,81.846,56,75,55,3,3,2,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1480.6,82.0,1425.0,0.0,0.0,0.0,0.0
55,103,83.352,56,75,56,2,3,3,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1481.0,0.0,1506.0,0.0,0.0,0.0,0.0
56,103,84.85799999999999,56,75,57,3,2,2,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1480.2,0.0,1505.0,0.0,0.0,0.0,0.0
57,103,86.36399999999999,56,75,58,2,3,3,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1493.9,54.0,1467.0,0.0,0.0,0.0,0.0
58,103,87.884,56,75,59,3,2,3,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1493.3,0.0,1518.0,0.0,0.0,0.0,0.0
59,103,89.404,56,75,60,3,3,-1,0,-1.0,680.54,467.89,141.23,509.37,927.04,554.4,17,26,42,121220.0,1480.5,360.0,1147.0,0.0,0.0,0.0,0.0
