,subj,trialtime,trial,seq,seq_item,active_item,prev_active,next_active,firstappear,time_till_target,location1X,location1Y,location2X,location2Y,location3X,location3Y,item1id,item2id,item3id,date,event_time,looks_blank_ms,looks_offscreen_ms,looks_target_ms,looks1_ms,looks2_ms,looks3_ms
0,203,0.018309,43,46,1,2,-1,2,1,186.34,368.26,442.21,544.79,680.24,831.58,282,15,47,32,121210.0,1493.4,186.57000000000008,573.3,479.5300000000001,253.19999999999982,479.5300000000001,0.0
1,203,1.5377,43,46,2,2,2,1,0,546.16,368.26,442.21,544.79,680.24,831.58,282,15,47,32,121210.0,1493.5,679.8999999999999,146.0999999999999,306.8000000000002,386.70000000000005,306.8000000000002,0.0
2,203,3.0571,43,46,3,1,2,1,1,346.36,368.26,442.21,544.79,680.24,831.58,282,15,47,32,121210.0,1479.6,452.6000000000008,0.0,160.0,160.0,280.1999999999998,612.8999999999996
3,203,4.5629,43,46,4,1,1,2,0,-1.0,368.26,442.21,544.79,680.24,831.58,282,15,47,32,121210.0,1493.3,826.6999999999998,413.0,0.0,0.0,279.8000000000002,0.0
4,203,6.0824,43,46,5,2,1,2,0,226.96,368.26,442.21,544.79,680.24,831.58,282,15,47,32,121210.0,1493.7,26.599999999999454,707.0,585.8000000000002,200.30000000000018,585.8000000000002,0.0
5,203,7.6018,43,46,6,2,2,1,0,346.56,368.26,442.21,544.79,680.24,831.58,282,15,47,32,121210.0,1480.5,533.3000000000002,0.0,839.8999999999996,132.90000000000055,839.8999999999996,0.0
6,203,9.107999999999999,43,46,7,1,2,1,0,0.0,368.26,442.21,544.79,680.24,831.58,282,15,47,32,121210.0,1480.2,999.5,0.0,279.5,279.5,226.89999999999964,0.0
7,203,10.614,43,46,8,1,1,1,0,-1.0,368.26,442.21,544.79,680.24,831.58,282,15,47,32,121210.0,1493.2,1519.0,0.0,0.0,0.0,0.0,0.0
8,203,12.133,43,46,9,1,1,1,0,-1.0,368.26,442.21,544.79,680.24,831.58,282,15,47,32,121210.0,1480.4,1254.0,253.0,0.0,0.0,0.0,0.0
9,203,13.639000000000001,43,46,10,1,1,1,0,226.73,368.26,442.21,544.79,680.24,831.58,282,15,47,32,121210.0,1493.3,573.0,600.0,320.0,320.0,26.0,0.0
10,203,15.159,43,46,11,1,1,1,0,1319.5,368.26,442.21,544.79,680.24,831.58,282,15,47,32,121210.0,1493.1,0.0,1333.0,186.0,186.0,0.0,0.0
11,203,16.678,43,46,12,1,1,1,0,0.0,368.26,442.21,544.79,680.24,831.58,282,15,47,32,121210.0,1493.2,14.0,0.0,1506.0,1506.0,0.0,0.0
12,203,18.198,43,46,13,1,1,1,0,-1.0,368.26,442.21,544.79,680.24,831.58,282,15,47,32,121210.0,1493.1,1066.0,0.0,0.0,0.0,453.0,0.0
