,subj,trialtime,trial,seq,seq_item,active_item,prev_active,next_active,firstappear,time_till_target,location1X,location1Y,location2X,location2Y,location3X,location3Y,item1id,item2id,item3id,date,event_time,looks_blank_ms,looks_offscreen_ms,looks_target_ms,looks1_ms,looks2_ms,looks3_ms
0,104,0.020077,61,80,1,1,-1,1,1,159.98,862.63,335.22,630.09,374.8,90.995,506.46,25,42,13,130100.0,1479.9,66.81999999999982,146.54,759.47,759.47,506.47000000000014,0.0
1,104,1.5262,61,80,2,1,1,1,0,479.51,862.63,335.22,630.09,374.8,90.995,506.46,25,42,13,130100.0,1492.8,639.3,0.0,266.70000000000005,266.70000000000005,613.1000000000001,0.0
2,104,3.0452,61,80,3,1,1,2,0,386.58,862.63,335.22,630.09,374.8,90.995,506.46,25,42,13,130100.0,1479.9,319.5,0.0,387.0,387.0,799.5999999999999,0.0
3,104,4.5513,61,80,4,2,1,3,1,0.0,862.63,335.22,630.09,374.8,90.995,506.46,25,42,13,130100.0,1480.0,133.10000000000036,0.0,1373.0,0.0,1373.0,0.0
4,104,6.0574,61,80,5,3,2,2,1,346.6,862.63,335.22,630.09,374.8,90.995,506.46,25,42,13,130100.0,1480.1,200.0000000000009,0.0,972.7999999999993,0.0,333.2999999999993,972.7999999999993
5,104,7.5635,61,80,6,2,3,2,0,306.59,862.63,335.22,630.09,374.8,90.995,506.46,25,42,13,130100.0,1480.0,506.3999999999987,0.0,693.1000000000004,0.0,693.1000000000004,306.60000000000036
6,104,9.0696,61,80,7,2,2,3,0,13.375,862.63,335.22,630.09,374.8,90.995,506.46,25,42,13,130100.0,1480.0,1279.5,0.0,226.70000000000073,0.0,226.70000000000073,0.0
7,104,10.575999999999999,61,80,8,3,2,3,0,-1.0,862.63,335.22,630.09,374.8,90.995,506.46,25,42,13,130100.0,1480.1,1506.0,0.0,0.0,0.0,0.0,0.0
8,104,12.082,61,80,9,3,3,2,0,-1.0,862.63,335.22,630.09,374.8,90.995,506.46,25,42,13,130100.0,1480.6,1240.0,266.0,0.0,0.0,0.0,0.0
9,104,13.588,61,80,10,2,3,1,0,1186.2,862.63,335.22,630.09,374.8,90.995,506.46,25,42,13,130100.0,1480.0,1305.0,134.0,67.0,0.0,67.0,0.0
10,104,15.094000000000001,61,80,11,1,2,3,0,-1.0,862.63,335.22,630.09,374.8,90.995,506.46,25,42,13,130100.0,1480.5,1506.0,0.0,0.0,0.0,0.0,0.0
11,104,16.6,61,80,12,3,1,2,0,-1.0,862.63,335.22,630.09,374.8,90.995,506.46,25,42,13,130100.0,1480.1,1359.0,0.0,0.0,0.0,147.0,0.0
12,104,18.105999999999998,61,80,13,2,3,3,0,-1.0,862.63,335.22,630.09,374.8,90.995,506.46,25,42,13,130100.0,1533.3,1560.0,0.0,0.0,0.0,0.0,0.0
13,104,19.666,61,80,14,3,2,3,0,-1.0,862.63,335.22,630.09,374.8,90.995,506.46,25,42,13,130100.0,1480.2,1506.0,0.0,0.0,0.0,0.0,0.0
14,104,21.171999999999997,61,80,15,3,3,2,0,-1.0,862.63,335.22,630.09,374.8,90.995,506.46,25,42,13,130100.0,1479.9,680.0,826.0,0.0,0.0,0.0,0.0
