subj,trialtime,trial,seq,seq_item,active_item,prev_active,next_active,firstappear,looks_blank,looks_offscreen,time_till_target,looks_target,looks1,looks2,looks3,location1X,location1Y,location2X,location2Y,location3X,location3Y,item1id,item2id,item3id,date,event_time,eyeposX,eyeposY,timestamps
102,0.056639,56,72,1,3,-1,2,1,1,0,186.37,0,0,0,0,522.73,614.34,807.95,551.5,280.21,307.55,15,34,43,1.2121e+05,1471.5,642.8,283.6,0
102,0.056639,56,72,1,3,-1,2,1,1,0,186.37,0,0,0,0,522.73,614.34,807.95,551.5,280.21,307.55,15,34,43,1.2121e+05,1471.5,642.8,283.6,12.407
102,0.056639,56,72,1,3,-1,2,1,1,0,186.37,0,0,0,0,522.73,614.34,807.95,551.5,280.21,307.55,15,34,43,1.2121e+05,1471.5,642.8,283.6,25.829
102,0.056639,56,72,1,3,-1,2,1,0,0,186.37,0,1,0,0,522.73,614.34,807.95,551.5,280.21,307.55,15,34,43,1.2121e+05,1471.5,578.8,388.8,38.918
102,0.056639,56,72,1,3,-1,2,1,0,0,186.37,0,1,0,0,522.73,614.34,807.95,551.5,280.21,307.55,15,34,43,1.2121e+05,1471.5,577.7,388.4,52.262
102,0.056639,56,72,1,3,-1,2,1,0,0,186.37,0,1,0,0,522.73,614.34,807.95,551.5,280.21,307.55,15,34,43,1.2121e+05,1471.5,577.3,387.6,65.575
102,0.056639,56,72,1,3,-1,2,1,0,0,186.37,0,1,0,0,522.73,614.34,807.95,551.5,280.21,307.55,15,34,43,1.2121e+05,1471.5,576.3,387.1,79.023
102,0.056639,56,72,1,3,-1,2,1,0,0,186.37,0,1,0,0,522.73,614.34,807.95,551.5,280.21,307.55,15,34,43,1.2121e+05,1471.5,576,386.2,92.227
102,0.056639,56,72,1,3,-1,2,1,0,0,186.37,0,1,0,0,522.73,614.34,807.95,551.5,280.21,307.55,15,34,43,1.2121e+05,1471.5,575.5,385.7,105.54
102,0.056639,56,72,1,3,-1,2,1,0,0,186.37,0,1,0,0,522.73,614.34,807.95,551.5,280.21,307.55,15,34,43,1.2121e+05,1471.5,575.9,385.4,118.89
102,0.056639,56,72,1,3,-1,2,1,0,0,186.37,0,1,0,0,522.73,614.34,807.95,551.5,280.21,307.55,15,34,43,1.2121e+05,1471.5,575.7,384.5,132.06
102,0.056639,56,72,1,3,-1,2,1,0,0,186.37,0,1,0,0,522.73,614.34,807.95,551.5,280.21,307.55,15,34,43,1.2121e+05,1471.5,575.9,384.1,145.16
